Symbol,WeightPct,FFMC,LastPrice,PChange
ASHOKLEY,5.287789108845757,485321557040.73,170.1,1.37
AUBANK,6.375612881432661,585163724765.35,1037.0,1.27
BSE,17.67499879975907,1622239041992.46,3981.0,3.35
COFORGE,4.686161432032225,430103227629.39,1284.0,0.28
DIXON,4.964959095766684,455691713379.81,11075.0,-1.98
FORTIS,5.356196690694293,491600111924.96,946.0,-1.14
HEROMOTOCO,7.548933031404944,692852883763.62,5352.5,3.53
INDUSINDBK,6.797666697288399,623900484278.59,950.0,0.34
INDUSTOWER,5.6716178480024295,520549959212.23,403.3,-1.22
MCX,8.468141687231737,777219292277.32,3055.0,2.75
PAYTM,5.467394120978807,501805986042.43,1196.4,7.73
PERSISTENT,5.898187671992909,541344892121.63,4989.5,-0.49
SUZLON,7.340874692287697,673756963896.7,55.66,2.47
SWIGGY,4.172229778522157,382933776435.36,279.85,0.0
YESBANK,4.289236463760225,393672833060.92,22.48,1.58
