Symbol,WeightPct,FFMC,LastPrice,PChange
ASIANPAINT,4.8354887486648614,1143428116341.34,2536.0,0.67
CIPLA,3.228992427498044,763546545336.08,1361.0,-0.25
DRREDDY,3.3575422654341933,793944196263.9,1306.5,-0.34
HCLTECH,5.261798661594135,1244235866303.11,1182.4,-0.56
HINDALCO,6.4519842682721995,1525674156634.41,1057.0,1.07
HINDUNILVR,8.50622803826946,2011432723456.11,2273.0,-1.9
INFY,17.239481330689475,4076549174081.88,1165.9,-0.11
MAXHEALTH,3.1808659071377,752166265206.82,1013.6,-0.23
NESTLEIND,4.461311088258354,1054947865501.39,1475.5,-0.71
ONGC,4.645812554564079,1098576167632.88,283.6,1.0
SUNPHARMA,8.184493699452041,1935353528959.4,1833.0,-0.93
TATACONSUM,3.175354797024252,750863075687.93,1156.4,0.36
TCS,10.348292307894473,2447018077383.07,2403.0,-1.33
TECHM,3.882223328016141,918013366982.93,1450.0,-1.14
TMPV,3.167213523874009,748937942344.3,358.6,0.13
TRENT,4.019727666470383,950528451781.94,4296.0,0.14
ULTRACEMCO,6.053189386886195,1431372772900.31,12121.0,0.23
